Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Form 1A - Cessation as Employer,Chrome 70.0.3538.102,This test suite consisted all automated workflow,2018-11-27 13:07:02,2018-11-27 13:59:35,52m - 32.843s,FAILED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Form 1A - Cessation As Employer/Employer to UO (Approve),Chrome 70.0.3538.102,,2018-11-27 13:07:02,2018-11-27 13:16:06,9m - 4.027s,FAILED
callTestCase,Chrome 70.0.3538.102,,2018-11-27 13:07:03,2018-11-27 13:16:06,9m - 3.686s,FAILED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Form 1A - Cessation As Employer/Employer to UO (Query),Chrome 70.0.3538.102,,2018-11-27 13:16:06,2018-11-27 13:24:15,8m - 8.101s,FAILED
callTestCase,Chrome 70.0.3538.102,,2018-11-27 13:16:07,2018-11-27 13:24:15,8m - 7.867s,FAILED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Form 1A - Cessation As Employer/Employer to UO (Reject),Chrome 70.0.3538.102,,2018-11-27 13:24:15,2018-11-27 13:32:23,8m - 8.069s,FAILED
callTestCase,Chrome 70.0.3538.102,,2018-11-27 13:24:15,2018-11-27 13:32:23,8m - 7.788s,FAILED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Form 1A - Cessation As Employer/Employer to UO (Under enforcement),Chrome 70.0.3538.102,,2018-11-27 13:32:23,2018-11-27 13:35:20,2m - 56.945s,FAILED
callTestCase,Chrome 70.0.3538.102,,2018-11-27 13:32:23,2018-11-27 13:33:49,1m - 26.644s,PASSED
callTestCase,Chrome 70.0.3538.102,,2018-11-27 13:33:49,2018-11-27 13:35:20,1m - 30.083s,FAILED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Form 1A - Cessation As Employer/OTC to UO (Approve),Chrome 70.0.3538.102,,2018-11-27 13:35:20,2018-11-27 13:38:09,2m - 49.201s,FAILED
callTestCase,Chrome 70.0.3538.102,,2018-11-27 13:35:20,2018-11-27 13:36:40,1m - 19.706s,PASSED
callTestCase,Chrome 70.0.3538.102,,2018-11-27 13:36:40,2018-11-27 13:38:09,1m - 29.261s,FAILED
,,,,,,
